"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL5082562"	""	"None"	"462.60"	"0"	"3.32"	"18"	"CCc1cc2[nH]c(-c3n[nH]c4c3C[C@@H]3C[C@]3(C)C4)nc2cc1N(C)C(=O)[C@H](C)N1CCOCC1"	"IC50"	"'='"	"9.0"	"nM"	"8.05"	""	""	"UO_0000065"	"17.39"	"0.32"	"4.73"	"8.93"	"0"	"CHEMBL5058465"	"Inhibition of ITK (unknown origin) using BTK peptide as substrate preincubated for 30 mins followed by addition of substrate and measured after 60 mins by flourescence based plate reader assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5055688"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2021"	"None"	"TIME = 1.5 hr"
"CHEMBL4863088"	""	"None"	"425.45"	"0"	"2.78"	"30a"	"C#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1"	"IC50"	"'='"	"465.0"	"nM"	"6.33"	""	""	"UO_0000065"	"14.88"	"0.27"	"3.55"	"5.99"	"0"	"CHEMBL4843878"	"Inhibition of N-terminal GST-tagged ITK (2 to 620 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4842353"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2021"	"None"	"TIME = 3.0 hr"
"CHEMBL1289728"	""	"None"	"277.28"	"0"	"3.41"	"25"	"O=C(O)c1ccc2cc(-c3n[nH]c4ccccc34)[nH]c2c1"	"IC50"	"'='"	"3980.0"	"nM"	"5.40"	""	""	"UO_0000065"	"19.48"	"0.35"	"1.99"	"6.60"	"0"	"CHEMBL1685631"	"Inhibition of recombinant GST-tagged full-length ITK expressed in baculovirus expression system after 30 mins by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1681705"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""
"CHEMBL5093309"	""	"None"	"455.95"	"0"	"2.64"	"19"	"O=C(Nc1ccc(N2CCOCC2)cc1Cl)c1cnn2ccc(N[C@@H]3CCCNC3)nc12"	"Inhibition"	"'='"	"32.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL5054547"	"Inhibition of ITK (unknown origin) at 0.1 uM using Poly (Glu,Tyr) 4:1 as substrate incubated for 1 hr in presence of ATP by ELISA relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5053519"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2021"	"None"	"Dose = 0.1 microM | TIME = 1.0 hr"
"CHEMBL4535060"	""	"None"	"482.52"	"1"	"5.53"	"17"	"Fc1cnccc1-c1c[nH]c2nc(Nc3ccc(N4CCOCC4)cc3)nc(Oc3ccccc3)c12"	"IC50"	"'='"	"22.0"	"nM"	"7.66"	""	""	"UO_0000065"	"15.87"	"0.29"	"2.13"	"8.68"	"0"	"CHEMBL4349138"	"Inhibition of kinase tracer 236 binding to recombinant full length GST-tagged human ITK cytoplasmic domain expressed in baculovirus expression system incubated for 60 mins by Lanthascreen assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4346710"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"None"	""
"CHEMBL3901385"	""	"None"	"335.79"	"0"	"4.24"	"BDBM195765"	"C#CC1(C(=O)Nc2cccc(-c3cnc4[nH]cc(Cl)c4c3)c2)CC1"	"IC50"	"'='"	"30.0"	"nM"	"7.52"	""	"348451"	"UO_0000065"	"22.40"	"0.43"	"3.28"	"13.02"	"0"	"CHEMBL3887687"	"Biochemical Inhibition Assay: 1H-pyrrolo[2,3-b]pyridine, 1H-pyrazolo[3,4-b]pyridine and 5H-pyrrolo[2,3-b]pyrazine series of compounds exhibited over >100 fold selective against Janus and TEC family of kinases except for the BMX and TXK it had activity of 30 and 45 nM respectively."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886406"	"37"	"BindingDB Database"	""	"2015"	"None"	""
"CHEMBL3893228"	""	"None"	"293.30"	"0"	"3.25"	"BDBM195841"	"C#CC(=O)Nc1cc(-c2cnc3[nH]cc(C)c3c2)ccc1F"	"IC50"	"'='"	"35.0"	"nM"	"7.46"	""	"348598"	"UO_0000065"	"25.42"	"0.46"	"4.21"	"12.90"	"0"	"CHEMBL3887687"	"Biochemical Inhibition Assay: 1H-pyrrolo[2,3-b]pyridine, 1H-pyrazolo[3,4-b]pyridine and 5H-pyrrolo[2,3-b]pyrazine series of compounds exhibited over >100 fold selective against Janus and TEC family of kinases except for the BMX and TXK it had activity of 30 and 45 nM respectively."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886406"	"37"	"BindingDB Database"	""	"2015"	"None"	""
"CHEMBL4646281"	""	"None"	"486.52"	"1"	"5.92"	"43"	"C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12"	"Inhibition"	"'='"	"100.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4603781"	"Irreversible inhibition of binding of N-(2-((6-((but-3-yn-1-yloxy) (phenyl)methyl)-2-(6-(difluoromethyl)-1H-indazol-3-yl)-1H-indol-4-yl)oxy)ethyl)acrylamide to recombinant ITK (unknown origin) at 50 uM pretreated with compound prior to probe addition by fluorescence scan analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""
"CHEMBL4531769"	""	"None"	"483.53"	"1"	"5.02"	"32"	"CNc1cncc(-c2c[nH]c3nc(Nc4ccc(OCCOC)cc4)nc(Oc4ccccc4)c23)n1"	"IC50"	"'='"	"42.0"	"nM"	"7.38"	""	""	"UO_0000065"	"15.26"	"0.28"	"2.36"	"6.19"	"0"	"CHEMBL4349138"	"Inhibition of kinase tracer 236 binding to recombinant full length GST-tagged human ITK cytoplasmic domain expressed in baculovirus expression system incubated for 60 mins by Lanthascreen assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4346710"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"None"	""
"CHEMBL4440621"	""	"None"	"554.66"	"1"	"4.20"	"43"	"C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3[nH]cc(-c4cncc(NC)c4)c23)CC1"	"IC50"	"'='"	"3.6"	"nM"	"8.44"	""	""	"UO_0000065"	"15.22"	"0.28"	"4.24"	"7.01"	"0"	"CHEMBL4349139"	"Inhibition of recombinant human N-terminal His6-tagged ITK (352 to 617 residues) expressed in baculovirus infected Sf21 insect cells using STK substrate by HTRF assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4346710"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"CHEMBL4106362"	""
"CHEMBL4638993"	""	"None"	"346.39"	"0"	"3.39"	"21"	"C=CC(=O)NCCOc1cccc2[nH]c(-c3n[nH]c4ccccc34)cc12"	"IC50"	"'='"	"64.0"	"nM"	"7.19"	""	""	"UO_0000065"	"20.77"	"0.38"	"3.80"	"8.69"	"0"	"CHEMBL4603778"	"Inhibition of ITK (unknown origin) using TK as substrate incubated for 30 mins by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""
"CHEMBL4850154"	""	"None"	"491.47"	"0"	"4.92"	"30"	"Cc1ccc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N"	"Inhibition"	"'='"	"-4.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4839585"	"Inhibition of human recombinant ITK (352 to 617) at 500 nM by radiometric scintillation counting analysis relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4837249"	"1"	"Scientific Literature"	"J Med Chem"	"2021"	"None"	"Dose = 500.0 nM"
"CHEMBL3609637"	"GSM1"	"None"	"514.48"	"1"	"4.67"	"EUB0000753"	"COc1cc(-c2cn(C3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1"	"% Control"	""	"100.0"	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4879760"	"KinomeScan assay: inhibition of ITK"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	"Amino acid Start/Stop: R335/L620 | Expression system: bacterial | Kinase construct length: Partial Length | Kinase form: Wild Type"	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4507289"	"54"	"Donated Chemical Probes - SGC Frankfurt"	""	"2021"	"None"	"Compound concentration None 1000.0 nM"
"CHEMBL4282264"	"A-485"	"None"	"536.48"	"1"	"3.68"	"EUB0000328"	"CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O"	"% Control"	""	"85.0"	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4879760"	"KinomeScan assay: inhibition of ITK"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	"Amino acid Start/Stop: R335/L620 | Expression system: bacterial | Kinase construct length: Partial Length | Kinase form: Wild Type"	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4507259"	"54"	"Donated Chemical Probes - SGC Frankfurt"	""	"2021"	"None"	"Compound concentration None 1000.0 nM"
"CHEMBL4438914"	""	"None"	"604.68"	"1"	"4.79"	"33"	"C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)c1"	"IC50"	"'='"	"5.4"	"nM"	"8.27"	""	""	"UO_0000065"	"13.67"	"0.25"	"3.48"	"5.39"	"0"	"CHEMBL4349139"	"Inhibition of recombinant human N-terminal His6-tagged ITK (352 to 617 residues) expressed in baculovirus infected Sf21 insect cells using STK substrate by HTRF assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4346710"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"CHEMBL4106362"	""
"CHEMBL4469900"	""	"None"	"596.70"	"1"	"3.42"	"39"	"C=CC(=O)N1CCC[C@@H](Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)C1"	"Ki"	"'='"	"33.7"	"nM"	"7.47"	""	""	"UO_0000065"	"12.52"	"0.23"	"4.05"	"5.17"	"0"	"CHEMBL4349139"	"Inhibition of recombinant human N-terminal His6-tagged ITK (352 to 617 residues) expressed in baculovirus infected Sf21 insect cells using STK substrate by HTRF assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4346710"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2019"	"CHEMBL4106362"	""
"CHEMBL3589752"	"IPP/CNRS-A017"	"None"	"403.40"	"1"	"5.45"	"EUB0000276"	"Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1-c1ncc(C2CC2)cc1F"	"% Control"	""	"91.0"	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4879760"	"KinomeScan assay: inhibition of ITK"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	"Amino acid Start/Stop: R335/L620 | Expression system: bacterial | Kinase construct length: Partial Length | Kinase form: Wild Type"	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4507312"	"54"	"Donated Chemical Probes - SGC Frankfurt"	""	"2021"	"None"	"Compound concentration None 1000.0 nM"
"CHEMBL4648013"	""	"None"	"453.49"	"0"	"4.26"	"39"	"CN(C)C/C=C/C(=O)NCCOc1cccc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12"	"IC50"	"'='"	"286.0"	"nM"	"6.54"	""	""	"UO_0000065"	"14.43"	"0.27"	"2.28"	"7.61"	"0"	"CHEMBL4603778"	"Inhibition of ITK (unknown origin) using TK as substrate incubated for 30 mins by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""
"CHEMBL4637414"	""	"None"	"502.52"	"2"	"5.41"	"42"	"C=CC(=O)NCCOc1cc(C(O)c2ccccc2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12"	"IC50"	"'='"	"3.6"	"nM"	"8.44"	""	""	"UO_0000065"	"16.80"	"0.31"	"3.03"	"8.20"	"0"	"CHEMBL4603778"	"Inhibition of ITK (unknown origin) using TK as substrate incubated for 30 mins by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""
"CHEMBL4634889"	""	"None"	"546.57"	"2"	"5.94"	"53"	"C=CC(=O)NCCOc1cc(Cc2c(OC)cccc2OC)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12"	"IC50"	"'='"	"25.0"	"nM"	"7.60"	""	""	"UO_0000065"	"13.91"	"0.26"	"1.66"	"7.51"	"0"	"CHEMBL4603778"	"Inhibition of ITK (unknown origin) using TK as substrate incubated for 30 mins by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""
"CHEMBL4639739"	""	"None"	"502.58"	"2"	"5.37"	"55"	"C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)cc12"	"EC50"	"'='"	"133.0"	"nM"	"6.88"	""	""	"UO_0000065"	"13.68"	"0.25"	"1.51"	"6.17"	"0"	"CHEMBL4603822"	"Inhibition of ITK in anti-CD3/CD28 beads-stimulated human Jurkat cells assessed as reduction in Plcgamma1 phosphorylation incubated for 2 hrs followed by stimulation with anti-CD3/CD28 beads by Western blot analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Jurkat"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"CHEMBL3307526"	""
"CHEMBL4639739"	""	"None"	"502.58"	"2"	"5.37"	"55"	"C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)cc12"	"Inhibition"	""	""	"%"	""	""	"Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4603823"	"Inhibition of ITK in anti-CD3/CD28 beads-stimulated human Jurkat cells assessed as reduction in ERK1/2 phosphorylation at 0.01 to 3 uM incubated for 2 hrs followed by stimulation with anti-CD3/CD28 beads by Western blot analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Jurkat"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"CHEMBL3307526"	""
"CHEMBL4639739"	""	"None"	"502.58"	"2"	"5.37"	"55"	"C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)cc12"	"Inhibition"	""	""	"%"	""	""	"Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL4603825"	"Irreversible inhibition of ITK in anti-CD3/CD28 beads-stimulated human Jurkat cells assessed as reduction in Plcgamma1 phosphorylation at 3 uM incubated for 2 hrs followed by compound washout with PBS and later stimulated with antiCD3/CD28 for 15 mins by Western blot analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Jurkat"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"CHEMBL3307526"	""
"CHEMBL4639739"	""	"None"	"502.58"	"2"	"5.37"	"55"	"C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)cc12"	"Kinact"	"'='"	"0.085"	"/min"	""	""	""	""	""	""	""	""	"0"	"CHEMBL4603783"	"Binding affinity to ITK (unknown origin) using TK as substrate by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""
"CHEMBL4646281"	""	"None"	"486.52"	"1"	"5.92"	"43"	"C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12"	"Ratio"	"'='"	"1.0"	"10'5/M/s"	""	""	""	""	""	""	""	""	"0"	"CHEMBL4603784"	"Ratio of Kinact for ITK (unknown origin) to Ki for ITK (unknown origin) by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""
"CHEMBL4646281"	""	"None"	"486.52"	"1"	"5.92"	"43"	"C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12"	"Ki"	"'='"	"13.0"	"nM"	"7.89"	""	""	"UO_0000065"	"16.21"	"0.30"	"1.97"	"9.52"	"0"	"CHEMBL4603783"	"Binding affinity to ITK (unknown origin) using TK as substrate by HTRF assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4602634"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"None"	""
"CHEMBL3962931"	""	"None"	"310.74"	"0"	"3.24"	"BDBM195831"	"CC#CC(=O)Nc1cccc(-c2cnc3[nH]cc(Cl)c3c2)n1"	"IC50"	"'='"	"30.0"	"nM"	"7.52"	""	"348482"	"UO_0000065"	"24.21"	"0.47"	"4.28"	"10.65"	"0"	"CHEMBL3887687"	"Biochemical Inhibition Assay: 1H-pyrrolo[2,3-b]pyridine, 1H-pyrazolo[3,4-b]pyridine and 5H-pyrrolo[2,3-b]pyrazine series of compounds exhibited over >100 fold selective against Janus and TEC family of kinases except for the BMX and TXK it had activity of 30 and 45 nM respectively."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886406"	"37"	"BindingDB Database"	""	"2015"	"None"	""
"CHEMBL3903870"	""	"None"	"497.60"	"0"	"3.98"	"BDBM191608"	"CN(C)C/C=C/C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21"	"IC50"	"'='"	"6891.0"	"nM"	"5.16"	""	"342672"	"UO_0000065"	"10.37"	"0.19"	"1.18"	"5.04"	"0"	"CHEMBL3887530"	"HotSpot kinase assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 μM ATP.). For enzyme inhibition assays, compounds were tested in range of ten concentrations from 10 uM to 0.0005 uM using purified enzymes and the Hotspot kinase assay. Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886356"	"37"	"BindingDB Database"	""	"2015"	"None"	""
"CHEMBL4847730"	""	"None"	"539.52"	"1"	"3.11"	"44"	"CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c(C(N)=O)n1N"	"IC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4841671"	"Inhibition of full-length N-terminal GST-tagged ITK (2 to 620 residues) (unknown origin) expressed in Sf21 insect cells using NH2-ETVYSEVRK-biotin as substrate preincubated for 1 hr followed by ATP addition and measured after 2 hrs by ELISA"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4840351"	"1"	"Scientific Literature"	"J Med Chem"	"2021"	"None"	"TIME = 3.0 hr"
"CHEMBL5091825"	""	"None"	"485.27"	"1"	"1.43"	"4t"	"OCCOCc1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1"	"Inhibition"	""	""	"%"	""	""	"Not Active"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL5058226"	"Inhibition of ITK (unknown origin) at 1 uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL5055685"	"1"	"Scientific Literature"	"J Med Chem"	"2021"	"None"	"Dose = 1.0 microM"
"CHEMBL3958574"	""	"None"	"378.44"	"1"	"5.50"	"BDBM195815"	"C=CC(=O)Nc1cccc(-c2cnc3[nH]cc(-c4cc5ccccc5[nH]4)c3c2)c1"	"IC50"	"'='"	"35.0"	"nM"	"7.46"	""	"348581"	"UO_0000065"	"19.70"	"0.35"	"1.96"	"10.13"	"0"	"CHEMBL3887687"	"Biochemical Inhibition Assay: 1H-pyrrolo[2,3-b]pyridine, 1H-pyrazolo[3,4-b]pyridine and 5H-pyrrolo[2,3-b]pyrazine series of compounds exhibited over >100 fold selective against Janus and TEC family of kinases except for the BMX and TXK it had activity of 30 and 45 nM respectively."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2959"	"Tyrosine-protein kinase ITK/TSK"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886406"	"37"	"BindingDB Database"	""	"2015"	"None"	""
